"This dataset is retrieved from Almeida et al. (2017) NHESS. It consists of 10,000 data points (rows) of 28 input variables (columns) of a slope stability model. The variables are model parameters characterising the slope geometry, soil and design storm properties and initial hydrological conditions. The model output is the slope factor of safety (FoS) and according to its value we can distinguish two classes in the dataset (last column): Stable (FoS>1) and Failure (otherwise)                                                                                                                                                                                                                                                                                                                                                            Almeida, S., Holcombe, E., Pianosi, F., & Wagener, T. (2017). Dealing with deep uncertainties in landslide modelling for disaster risk reduction under climate change. Natural Hazards and Earth System Sciences, 17(2), 225-241.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
delta,H,H0,H1,DWT,theta_s_0,theta_r_0,alpha_0,n_0,theta_s_1,theta_r_1,alpha_1,n_1,theta_s_2,theta_r_2,alpha_2,n_2,c_0,phi_0,K_sat_0,gamma_us_0,c_1,phi_1,K_sat_1,gamma_us_1,psi_init,I,D,Classes
28.503,48.771,3.0922,5.4305,80.309,0.32285,0.12003,4.7201,1.1884,0.44189,0.33966,8.4101,1.3315,0.42389,0.18422,4.9515,1.7123,7.8086,23.022,1.99E-05,17.498,24.777,36.871,1.52E-06,18.486,-0.97899,0.1058,30,Stable
29.984,48.669,2.0246,2.6097,78.849,0.44784,0.10049,3.9985,1.4686,0.48567,0.1269,1.5216,1.0265,0.35689,0.17901,10.952,1.6195,9.4371,21.481,8.57E-06,17.805,24.301,36.087,2.24E-06,19.664,-1.2059,0.033507,39,Stable
28.286,48.14,3.3817,5.6469,87.721,0.52931,0.097833,2.3565,1.361,0.56011,0.14903,2.7807,1.0427,0.37863,0.11577,11.392,1.3341,3.4247,25.437,1.80E-05,17.838,29.656,32.783,1.12E-06,19.015,-0.76138,0.05904,5,Stable
27.802,48.097,5.2509,2.207,70.15,0.5161,0.19568,7.1412,2.1301,0.3668,0.090237,0.49799,1.2474,0.51807,0.20066,3.2141,1.4381,7.9148,25.083,1.79E-05,16.954,24.187,34.125,1.70E-06,19.7,-1.0548,0.097345,70,Failure
27.483,48.148,5.3639,4.1959,62.799,0.44791,0.2019,13.824,1.7165,0.38475,0.11805,35.13,1.0874,0.46237,0.15234,13.086,1.9673,1.3185,24.374,1.09E-05,16.315,25.75,30.686,9.90E-07,19.135,-0.99631,0.078025,56,Failure
27.477,48.356,5.643,3.8825,86.331,0.47594,0.071597,1.1741,1.6381,0.28906,0.11849,11.088,1.1679,0.50757,0.16204,1.8201,1.3745,4.0878,23.274,1.52E-05,16.518,26.034,30.272,2.10E-06,18.179,-0.63654,0.067311,39,Failure
27.805,48.17,4.3663,2.6378,63.355,0.52307,0.11531,9.2679,1.2629,0.3889,0.1675,9.8644,1.5465,0.40741,0.097316,4.2018,1.4915,12.534,24.693,1.12E-05,16.328,27.175,33.475,1.26E-06,19.274,-0.64246,0.03643,42,Stable
28.828,48.754,4.4271,3.0536,71.245,0.4629,0.10183,0.83774,1.6456,0.53207,0.14913,1.311,1.3188,0.4738,0.10346,2.8328,1.5179,5.7159,25.276,2.13E-05,16.851,26.528,39.741,1.63E-06,19.929,-1.4342,0.067391,26,Failure
29.901,48.201,5.6338,5.5844,72.21,0.42553,0.10722,4.9407,1.3123,0.35862,0.086755,4.844,1.8423,0.43853,0.11396,49.787,1.7625,5.5311,24.229,1.32E-05,16.901,24.781,41.524,1.62E-06,18.864,-0.62232,0.094539,55,Failure
28.351,48.439,3.8499,4.0704,67.134,0.34197,0.17538,1.1178,1.1127,0.41695,0.11725,5.5977,1.4757,0.60164,0.1309,2.8022,3.6297,11.59,22.812,2.23E-05,16.529,24.03,35.967,2.81E-06,19.334,-0.6681,0.042004,35,Stable
27.861,48.684,2.5363,4.0632,69.539,0.39138,0.2116,0.56233,3.0888,0.3567,0.13776,19.29,2.1039,0.49464,0.069861,0.40619,1.4,13.66,24.519,6.84E-06,17.803,23.41,37.924,1.22E-06,18.156,-1.0177,0.040192,47,Stable
29.257,48.112,4.7335,5.2661,68.389,0.37527,0.15178,2.2267,1.7306,0.3998,0.13439,4.853,1.506,0.38948,0.12874,3.9563,1.7367,13.067,27.62,1.89E-05,16.718,26.163,37.423,1.64E-06,18.799,-1.1922,0.049449,10,Stable
27.283,48.554,2.3402,3.1798,90.099,0.47296,0.097692,1.3572,1.1485,0.4507,0.21068,31.586,1.3686,0.45242,0.08246,0.91568,2.1966,3.194,24.137,1.86E-05,17.005,23.853,36.572,2.09E-06,19.114,-1.0652,0.091525,57,Stable
27.32,48.97,2.2412,2.0623,86.24,0.21618,0.090362,0.28443,1.8801,0.41493,0.16685,2.2438,1.2698,0.45399,0.17676,25.281,1.6445,11.711,22.895,1.42E-05,17.9,21.086,39.319,2.76E-06,19.436,-1.0111,0.051863,44,Stable
28.064,48.654,4.0924,3.6904,77.835,0.44565,0.16067,2.9606,1.4863,0.46917,0.17485,4.62,1.4348,0.33879,0.094698,1.0752,1.0916,8.4226,24.588,1.16E-05,17.373,24.477,33.474,1.10E-06,18.146,-0.57969,0.19336,17,Stable
28.742,48.669,5.67,2.034,87.409,0.41984,0.12829,0.77208,3.154,0.49513,0.13187,6.5676,2.0912,0.41341,0.2008,3.3983,1.5844,8.1494,22.565,1.27E-05,16.397,26.568,32.109,1.94E-06,19.8,-0.5591,0.16846,58,Failure
27.897,48.434,3.8206,5.8607,73.025,0.42316,0.1122,6.9549,2.0903,0.53047,0.11545,12.321,1.6048,0.3564,0.18361,2.4196,1.9682,6.3875,26.39,1.30E-05,16.661,25.882,32.323,1.88E-06,18.493,-1.3145,0.054094,18,Stable
28.081,48.23,3.5165,5.7631,67.294,0.40387,0.17076,0.83711,1.6321,0.35272,0.094249,2.979,1.31,0.44505,0.12046,1.7306,1.6728,10.28,25.119,7.94E-06,16.732,27.288,35.145,2.69E-06,19.461,-0.6794,0.03139,13,Stable
29.986,48.59,5.6923,4.0331,72.689,0.37466,0.12823,20.284,1.2499,0.45251,0.10666,11.212,1.1375,0.2422,0.16898,4.1289,1.5624,5.5462,25.579,1.48E-05,16.999,25.458,35.281,1.45E-06,18.999,-0.97983,0.13838,48,Failure
28.405,48.816,2.1939,3.3987,77.92,0.43361,0.24153,2.0826,1.5922,0.37591,0.16858,3.9001,2.6872,0.29984,0.085671,8.1874,1.3259,9.5024,23.766,7.67E-06,16.404,21.792,36.068,2.46E-06,19.134,-1.4081,0.046313,53,Stable
27.281,48.215,5.8926,2.6474,90.08,0.42291,0.11376,1.1127,1.0052,0.42405,0.16987,10.618,1.2714,0.42636,0.15874,8.4687,1.2408,11.694,27.653,1.21E-05,16.56,26.321,36.487,2.04E-06,18.735,-1.1675,0.12949,38,Failure
29.176,48.702,5.5152,3.8151,61.634,0.49704,0.24539,8.35,1.7336,0.47111,0.11812,0.31147,2.5686,0.41647,0.20318,6.3186,1.5872,6.6712,23.597,2.42E-05,17.449,24.257,37.977,2.22E-06,19.83,-0.60784,0.060678,66,Failure
29.736,48.88,5.165,3.0545,84.553,0.4853,0.078194,26.26,1.3443,0.51907,0.10727,2.9387,1.3479,0.31551,0.19678,6.0683,1.6144,10.409,25.286,3.85E-05,16.913,25.465,33.778,1.53E-06,18.306,-0.53908,0.12225,24,Failure
29.055,48.366,2.0123,4.6467,74.353,0.3719,0.20252,5.2116,1.4825,0.41268,0.17454,9.592,1.7747,0.36031,0.11282,5.1519,1.2571,5.4679,26.866,1.29E-05,17.317,23.997,35.839,1.72E-06,18.403,-1.4643,0.13266,12,Stable
28.806,48.569,4.6029,2.5062,90.864,0.3686,0.21698,7.0042,1.7178,0.38229,0.079952,5.5012,1.4289,0.39029,0.14671,3.9967,1.0053,15.073,21.528,1.33E-05,17.947,21.993,32.758,9.70E-07,19.598,-1.4666,0.073256,34,Stable
27.596,48.317,2.6797,3.2596,92.051,0.35774,0.13413,2.2149,1.7093,0.38606,0.17967,2.4641,2.177,0.20841,0.13784,0.73221,1.6777,9.0803,24.496,1.22E-05,17.21,24.231,38.103,1.35E-06,18.148,-0.52824,0.0099548,71,Stable
28.97,48.327,5.6917,4.9401,85.621,0.40463,0.16581,0.83281,1.9765,0.37461,0.17039,1.0402,1.4593,0.33248,0.11848,1.0469,1.1642,8.6595,24.677,9.00E-06,17.964,22.948,30.963,2.20E-06,19.427,-0.93802,0.099603,15,Failure
27.473,48.271,4.7268,2.6607,69.545,0.44943,0.16483,4.7706,1.2137,0.40333,0.17946,1.0243,3.238,0.33152,0.145,0.89008,1.8504,7.1907,26.339,1.56E-05,16.947,23.897,34.522,1.09E-06,18.361,-0.863,0.012811,24,Stable
28.265,48.031,5.6163,3.5815,82.103,0.4328,0.16082,5.5989,1.6663,0.42719,0.12091,2.9064,1.3591,0.38015,0.15218,3.4489,1.4069,2.851,23.807,2.25E-05,17.682,23.088,32.593,2.85E-06,19.024,-0.96476,0.15105,14,Failure
28.788,48.662,4.6856,5.4349,61.216,0.43257,0.11697,12.365,1.4417,0.38733,0.086945,11.165,1.5369,0.46556,0.087733,3.6025,1.5259,7.799,26.064,1.93E-05,17.976,27.531,40.759,6.88E-07,18.949,-0.89999,0.17833,5,Stable
29.259,48.363,5.2018,2.5973,78.173,0.39915,0.11325,8.8788,1.489,0.4867,0.10671,3.2879,1.9412,0.4317,0.25899,3.4557,3.9132,9.2001,25.512,1.25E-05,16.576,26.755,36.756,3.17E-06,18.928,-0.97609,0.09107,42,Failure
27.145,48.85,4.8505,4.9074,72.498,0.45037,0.14734,6.2887,1.1571,0.43721,0.15501,4.7418,1.9146,0.30369,0.171,6.5447,1.3601,4.8269,26.3,3.62E-05,17.865,25.19,37.928,1.14E-06,19.211,-0.72612,0.04358,67,Failure
28.244,48.668,5.9673,3.3471,92.578,0.4999,0.10865,0.74182,1.7819,0.37225,0.10406,0.16804,1.36,0.41566,0.15223,12.984,1.7131,5.1852,26.59,7.06E-06,16.69,25.718,36.728,9.59E-07,18.002,-1.183,0.19586,6,Failure
29.176,48.277,2.6574,2.4828,75.73,0.38071,0.20342,0.91259,2.1512,0.36027,0.12548,6.9893,1.7174,0.36059,0.12225,4.9163,1.559,10.792,26.813,1.14E-05,16.233,25.81,36.121,1.55E-06,18.299,-0.81465,0.080661,35,Stable
27.417,48.215,4.9539,3.3487,62.615,0.40363,0.1153,10.832,2.1107,0.39546,0.23107,1.6904,1.5446,0.39243,0.077113,15.01,1.0049,12.623,23.577,1.61E-05,16.792,25.127,40.111,3.32E-06,19.258,-0.73486,0.1375,23,Stable
28.898,48.536,2.7023,2.8036,63.883,0.36983,0.11503,0.76876,1.091,0.37416,0.10487,0.60706,1.2172,0.54022,0.19371,3.4795,1.2119,8.463,25.894,2.77E-05,16.621,25.368,34.252,1.06E-06,18.326,-0.82183,0.0063557,18,Stable
27.741,48.638,3.0629,3.7398,89.135,0.33085,0.22716,1.5316,2.091,0.42862,0.19221,2.7353,1.67,0.42452,0.076931,2.3553,1.5919,6.6553,24.602,1.72E-05,17.502,26.059,34.003,1.88E-06,19.618,-1.331,0.14591,46,Stable
28.359,48.77,3.5412,3.6586,62.996,0.37589,0.164,2.1645,1.0609,0.52499,0.087539,3.6629,2.4181,0.41207,0.12763,19.01,1.0017,6.806,27.565,1.25E-05,16.55,24.279,37.978,1.36E-06,18.898,-0.74796,0.079269,30,Failure
28.184,48.394,2.064,5.6316,68.855,0.39858,0.086818,7.6321,2.0646,0.39601,0.087837,3.8261,1.6832,0.41779,0.13913,3.1587,1.589,9.4475,26.14,1.63E-05,16.892,24.52,36.447,1.91E-06,18.822,-1.4047,0.024863,20,Stable
29.885,48.638,3.3923,5.526,92.795,0.39292,0.20866,12.831,1.1345,0.43881,0.13474,0.93624,1.722,0.42969,0.14334,13.119,2.1077,9.4417,27.686,1.17E-05,16.184,27.787,41.322,1.84E-06,19.252,-1.3047,0.068011,30,Stable
27.025,48.565,4.0211,5.1799,68.545,0.27058,0.16514,1.2286,2.7407,0.4089,0.13069,3.2607,3.3645,0.48094,0.16034,0.96807,1.8383,5.9136,28.213,1.09E-05,16.509,25.348,35.227,2.23E-06,19.529,-0.90701,0.024858,12,Stable
28.195,48.352,4.1316,2.7613,70.567,0.45694,0.09751,2.6739,3.1051,0.46372,0.17425,10.496,1.1403,0.39769,0.20033,2.423,2.0015,3.8929,23.525,3.13E-05,16.331,22.592,37.349,8.26E-07,19.515,-1.0624,0.062975,27,Failure
28.463,48.215,3.6115,4.7397,81.266,0.42077,0.13752,1.3166,2.1802,0.40187,0.18482,3.0041,1.1953,0.5058,0.24419,2.4029,1.2145,1.7559,23.663,9.69E-06,16.457,22.383,33.067,1.90E-06,19.271,-1.2774,0.016163,50,Failure
27.428,48.525,5.4626,2.5106,71.194,0.47475,0.080996,7.7378,1.4477,0.36738,0.17435,2.9046,1.3371,0.45457,0.16105,5.0003,1.5093,4.429,26.549,1.42E-05,17.839,23.524,33.29,1.48E-06,19.841,-0.93017,0.14334,44,Failure
27.655,48.21,5.8266,4.5749,92.754,0.38403,0.1475,14.907,1.3285,0.23306,0.2156,0.85177,1.184,0.36617,0.20955,3.299,1.7977,4.3986,25.785,1.55E-05,16.581,25.175,34.754,7.66E-07,18.672,-1.3857,0.16293,9,Failure
27.497,48.103,4.1757,2.1192,92.398,0.38387,0.14297,25.149,2.0269,0.53029,0.10978,2.5269,1.1998,0.47531,0.14925,9.7685,1.8884,10.389,26.481,1.43E-05,17.595,26.474,38.875,8.84E-07,18.016,-1.4047,0.11783,20,Stable
29.299,48.624,4.6652,5.9711,62.858,0.38261,0.11384,3.8881,2.6584,0.3567,0.16097,1.1267,1.287,0.47699,0.12935,16.777,2.0349,10.067,26.072,2.36E-05,16.609,26.003,36.433,1.71E-06,18.99,-0.68592,0.17727,62,Failure
27.405,48.297,2.3958,2.6589,60.488,0.29952,0.082673,1.4154,1.445,0.46013,0.12232,7.56,1.0626,0.49797,0.19856,1.6144,1.632,3.4049,25.722,1.52E-05,16.073,27.046,36.802,2.45E-06,18.746,-0.97757,0.12951,62,Stable
27.195,48.684,2.5121,2.1276,62.734,0.52526,0.058662,12.772,1.2137,0.35128,0.11774,6.1523,1.3934,0.43542,0.2392,1.4001,1.8899,10.395,25.017,1.59E-05,16.989,27.25,35.18,1.06E-06,19.488,-0.66826,0.013449,40,Stable
29.017,48.425,3.7494,4.193,76.863,0.42612,0.084682,2.4929,1.5281,0.39599,0.20218,4.4781,1.7568,0.50576,0.18898,5.7571,1.3102,7.9882,25.49,1.55E-05,16.634,25.137,37.864,2.36E-06,18.037,-0.50403,0.041705,33,Stable
28.486,48.633,3.0702,5.5069,79.771,0.45546,0.12618,9.4159,1.7629,0.46407,0.083611,16.835,1.361,0.59212,0.10555,1.4563,2.0322,3.994,23.317,1.85E-05,16.669,25.312,30.575,1.25E-06,19.397,-0.72405,0.12487,18,Failure
28.351,48.728,2.8359,2.6344,63.886,0.4349,0.11778,0.4171,1.1103,0.37486,0.11586,8.3879,1.3927,0.34101,0.17541,5.9612,1.7493,10.909,24.314,1.86E-05,16.245,22.487,33.081,1.61E-06,19.213,-0.89041,0.073622,30,Stable
27.255,48.32,3.6489,2.5822,83.718,0.36448,0.20716,11.177,3.7113,0.42177,0.10498,0.51536,2.0269,0.36562,0.1969,2.5283,1.3081,11.997,24.137,2.43E-05,16.022,26.343,31.319,1.29E-06,18.927,-0.87323,0.1984,48,Stable
27.621,48.893,5.8017,4.7328,81.091,0.40116,0.14157,2.3051,1.6318,0.40537,0.11014,2.9824,1.2332,0.31986,0.20176,10.76,1.1691,8.0814,22.709,1.95E-05,16.353,23.71,35.593,2.94E-06,18.306,-0.60494,0.049332,61,Failure
28.677,48.468,5.6965,2.904,79.615,0.49648,0.20746,16.52,1.8091,0.46842,0.1624,7.6684,1.0775,0.39265,0.1268,1.0605,1.135,12.104,23.91,1.39E-05,16.475,26.928,39.884,1.16E-06,18.481,-1.3032,0.070698,27,Stable
28.985,48.922,5.8379,4.8453,68.222,0.26595,0.080965,10.418,1.0876,0.48241,0.12622,6.3385,1.23,0.29886,0.099878,3.2064,1.2499,10.013,23.856,8.39E-06,16.698,25.192,39.22,1.01E-06,18.494,-0.67188,0.11987,20,Failure
27.491,48.456,2.2326,2.9013,63.27,0.37966,0.11654,0.60628,1.3178,0.53954,0.12596,6.2583,1.8244,0.44674,0.16409,80.482,4.8066,7.4959,24.774,2.63E-05,16.087,24.547,29.38,1.43E-06,18.126,-0.93021,0.10968,15,Stable
27.977,48.805,3.0379,3.8197,81.866,0.46061,0.18834,4.2747,1.3356,0.41008,0.14115,11.552,1.1793,0.31603,0.10935,0.88486,1.5485,11.035,25.214,1.29E-05,16.938,25.231,28.219,8.83E-07,18.552,-1.019,0.15744,59,Stable
28.199,48.455,2.5694,5.3274,83.116,0.33895,0.080216,5.3391,1.9474,0.41984,0.13967,16.058,1.0542,0.4357,0.1399,1.3751,1.8334,10.345,23.538,2.11E-05,17.303,27.404,34.103,1.35E-06,19.395,-1.4908,0.083944,17,Stable
28.701,48.447,3.2525,2.6839,93.689,0.43434,0.064536,8.1088,1.3588,0.60405,0.24439,5.7597,1.9748,0.45557,0.15315,9.1189,1.4573,7.4432,26.888,2.78E-05,17.543,23.306,30.733,2.73E-06,18.989,-1.1674,0.03863,70,Stable
27.009,48.159,5.4406,3.638,60.526,0.44998,0.081775,3.9614,1.0256,0.48315,0.11842,6.0082,1.1435,0.46714,0.11482,24.647,1.8075,8.1074,26.475,1.99E-05,16.546,26.414,36.543,8.82E-07,18.724,-1.4157,0.13389,48,Failure
27.951,48.955,5.0437,4.707,71.94,0.40451,0.072275,0.57761,1.8962,0.36029,0.055844,1.3588,2.2786,0.46873,0.1457,4.1327,1.2183,3.0661,25.306,1.73E-05,16.855,24.401,38.624,1.33E-06,18.718,-1.2614,0.18464,18,Failure
28.869,48.857,4.1111,4.1703,60.178,0.4083,0.13155,13.278,1.508,0.41657,0.13319,14.712,1.0725,0.48383,0.1122,1.22,2.3896,9.8898,25.049,1.37E-05,16.6,22.108,29.976,1.48E-06,19,-1.1377,0.10511,47,Failure
28.683,48.991,4.6144,3.5936,87.02,0.25952,0.10675,4.5729,1.0113,0.43136,0.11785,6.4533,1.0323,0.31903,0.13188,5.6212,1.6691,6.6459,22.949,1.81E-05,16.553,24.682,32.337,2.15E-06,19.412,-0.98624,0.041392,66,Failure
27.074,48.811,3.7127,3.8685,84.764,0.35047,0.1351,1.6848,1.4574,0.56395,0.20318,1.1018,1.1483,0.45203,0.10607,3.1676,1.1506,11.671,21.835,1.52E-05,16.944,27.302,31.456,9.95E-07,19.354,-0.5968,0.19219,58,Stable
27.819,48.266,2.9189,5.6561,84.151,0.45878,0.13822,5.0493,1.8862,0.32191,0.11054,0.30055,2.0688,0.37542,0.15277,3.4107,1.4103,8.9444,24.184,1.57E-05,16.376,25.608,30.557,2.12E-06,18.011,-0.62501,0.063738,30,Stable
29.469,48.105,5.0034,2.6663,64.713,0.42706,0.13846,11.014,2.6204,0.40775,0.1231,2.4199,1.812,0.38366,0.10577,1.308,1.6473,5.3571,24.043,1.53E-05,16.902,25,34.287,9.89E-07,19.172,-0.85571,0.053749,42,Failure
29.066,48.29,3.7266,4.967,62.243,0.45374,0.14369,0.82774,1.5805,0.39143,0.10421,0.54954,1.6946,0.41968,0.088565,0.61832,1.5314,9.5709,25.489,1.29E-05,17.502,26.32,33.048,1.43E-06,18.434,-0.75504,0.085368,8,Stable
28.812,48.161,5.0603,4.28,85.833,0.54932,0.11872,2.7317,1.1261,0.46629,0.13864,9.9212,2.1769,0.35109,0.1579,3.3019,1.5441,4.213,25.005,1.37E-05,17.359,25.758,37.102,1.80E-06,19.069,-1.0186,0.096186,40,Failure
28.161,48.735,2.6315,3.2508,90.53,0.39107,0.097515,14.752,1.5842,0.49148,0.26427,9.6024,1.5792,0.53127,0.11569,6.5445,1.2975,9.4713,24.039,1.16E-05,17.697,22.049,35.303,6.77E-07,18.176,-0.55792,0.068083,49,Stable
27.197,48.443,3.341,2.2782,80.687,0.39992,0.20013,0.56425,1.5061,0.50776,0.11344,1.1339,1.3135,0.42879,0.28234,4.8815,1.0442,10.619,24.161,1.47E-05,16.929,25.942,42.212,6.56E-07,18.897,-0.62713,0.020021,53,Stable
29.996,48.742,4.8912,5.5442,70.18,0.37723,0.12173,0.2881,2.1276,0.33511,0.23831,3.7543,1.261,0.45797,0.12213,5.5287,1.499,10.38,22.177,2.15E-05,16.828,27.393,37.052,1.12E-06,19.142,-1.0062,0.14891,49,Failure
28.983,48.999,3.5325,5.0955,90.07,0.43421,0.20013,23.81,1.0925,0.37158,0.14303,0.78924,1.3258,0.36009,0.25098,3.5908,1.8145,6.705,24.682,1.78E-05,16.933,24.686,42.787,1.60E-06,19.738,-1.4145,0.01386,16,Stable
27.688,48.825,2.3138,5.379,81.087,0.45438,0.10977,9.6693,1.5028,0.40207,0.072728,11.215,1.3114,0.42586,0.11653,15.526,1.7666,1.0101,22.927,2.29E-05,16.266,25.192,34.903,1.24E-06,19.516,-0.51759,0.18846,39,Failure
29.708,48.234,5.0897,2.342,78.876,0.38397,0.1991,10.6,1.1472,0.30568,0.094357,5.1229,1.9763,0.44155,0.23459,3.7219,1.4812,8.9235,23.993,1.95E-05,16.246,24.206,34.187,1.64E-06,19.215,-0.93494,0.12788,7,Failure
27.652,48.154,5.1553,4.3423,69.609,0.48492,0.1027,4.146,1.86,0.40679,0.073098,2.3507,1.7139,0.43472,0.22073,4.7079,1.2117,3.4941,23.921,1.28E-05,16.568,23.684,30.14,1.60E-06,19.548,-0.89739,0.10149,32,Failure
28.344,48.842,3.3757,2.8763,75.254,0.41321,0.18147,2.5287,1.0418,0.35914,0.15284,1.4462,2.1519,0.39772,0.12639,4.6457,1.1239,5.2816,27.609,2.69E-05,16.618,25.276,34.35,1.11E-06,18.505,-1.4358,0.12872,45,Failure
28.853,48.284,5.2397,4.3892,82.752,0.5121,0.14447,2.841,1.3321,0.3835,0.11604,1.9566,2.3758,0.35742,0.14429,4.1104,1.0994,9.9795,26.281,1.76E-05,16.539,22.452,35.558,1.20E-06,18.435,-1.4369,0.18916,64,Failure
27.803,48.328,3.6126,5.9943,76.346,0.49514,0.20967,1.7567,1.585,0.50202,0.13189,2.5354,2.036,0.44198,0.14951,11.387,1.454,9.3431,25.849,2.47E-05,16.52,24.752,29.678,1.45E-06,18.582,-1.2593,0.022139,52,Stable
28.272,48.657,4.1133,2.6169,81.655,0.37211,0.22918,12.687,1.1306,0.52329,0.17758,3.161,1.6751,0.40744,0.15405,1.3628,1.0861,5.8682,25.346,1.37E-05,17.955,24.223,35.905,1.54E-06,19.891,-1.2413,0.078463,48,Failure
29.398,48.877,5.8684,5.9486,88.334,0.29191,0.094259,0.18627,2.0127,0.37762,0.11497,6.6704,1.3125,0.3802,0.3421,6.6962,1.4464,10.545,22.772,1.21E-05,16.093,25.438,36.24,2.11E-06,19.822,-1.4137,0.10018,63,Failure
28.409,48.812,2.4213,2.0691,94.4,0.36736,0.12519,6.4142,2.0129,0.3927,0.12782,21.206,1.2741,0.32567,0.11629,10.59,1.3581,6.7492,25.875,2.35E-05,17.267,27.556,39.163,1.67E-06,19.985,-0.70714,0.043908,10,Stable
27.919,48.478,3.7324,5.2835,82.39,0.3724,0.12243,4.8191,1.5591,0.39728,0.15775,10.329,2.6394,0.43087,0.15973,11.664,1.408,14.286,23.991,9.54E-06,16.101,25.626,31.265,1.59E-06,18.533,-1.1838,0.025596,20,Stable
28.318,48.285,5.7052,2.2079,68.371,0.31251,0.10411,1.458,2.4624,0.39276,0.11568,8.1575,1.5416,0.39995,0.14904,2.9284,2.1648,7.9784,22.742,7.34E-06,17.168,25.115,36.292,2.18E-06,18.453,-0.6058,0.14123,39,Failure
27.825,48.287,2.302,3.2656,94.592,0.38515,0.10397,42.447,2.2502,0.44878,0.19036,0.54826,1.3889,0.37316,0.15299,2.32,1.2992,6.4974,24.292,1.94E-05,17.019,26.727,34.913,1.08E-06,19.733,-0.7117,0.088634,42,Stable
27.5,48.613,4.6207,2.3236,81.082,0.48959,0.13822,5.8331,1.7184,0.54679,0.16057,8.9984,2.1507,0.28428,0.086249,5.8019,1.6499,7.2617,24.488,1.60E-05,17.77,24.947,30.392,1.60E-06,19.915,-1.1909,0.042423,15,Stable
27.26,48.921,5.5252,4.4527,77.858,0.39752,0.22768,2.7174,1.5736,0.35919,0.17177,2.3136,2.5595,0.41155,0.15198,8.5179,2.0158,7.1958,26.049,2.36E-05,16.14,23.919,33.673,1.56E-06,19.28,-1.055,0.15847,40,Failure
29.781,48.321,2.671,3.9313,86.83,0.34715,0.14276,3.9811,1.2008,0.46239,0.20768,4.1755,1.3862,0.32062,0.26184,14.175,1.2074,6.7523,25.176,9.32E-06,17.427,28.404,35.733,1.09E-06,19.198,-1.1169,0.11992,54,Stable
27.481,48.205,2.7692,4.8126,64.373,0.41792,0.12614,0.68477,1.2345,0.44989,0.17208,4.8919,2.2922,0.46238,0.14235,9.8058,1.2697,4.7562,25.572,4.35E-06,16.761,23.455,43.694,1.07E-06,18.631,-0.60994,0.024902,68,Stable
29.153,48.304,4.0962,2.7416,86.337,0.37582,0.1207,3.9273,1.0926,0.36488,0.12505,3.1793,1.3778,0.29704,0.20863,1.0488,1.6399,7.0195,25.342,2.41E-05,16.197,25.409,35.381,1.55E-06,18.191,-1.3977,0.039448,0,Stable
29.025,48.269,3.8271,3.9792,70.001,0.58362,0.11301,0.54218,1.0191,0.31284,0.22183,3.1608,2.275,0.38121,0.077983,10.378,1.1185,8.084,26.621,1.46E-05,16.914,27.675,46.817,1.59E-06,18.64,-1.0031,0.13057,12,Stable
28.076,48.693,5.8625,2.2701,88.168,0.50068,0.1651,7.0359,1.5787,0.3775,0.17917,2.8931,1.2298,0.4548,0.12731,4.6517,1.0725,4.5386,23.693,9.56E-06,17.139,25.056,35.212,2.70E-06,19.633,-0.96758,0.15487,28,Failure
27.271,48.167,4.3286,3.085,75.19,0.38912,0.24802,1.5861,1.8356,0.40983,0.20453,26.666,2.2029,0.46542,0.27324,3.2807,1.8091,9.0719,27.584,1.82E-05,17.234,23.663,26.401,1.16E-06,18.444,-0.94872,0.1745,64,Stable
27.299,48.915,3.8691,5.7407,66.202,0.38731,0.098918,2.7003,1.2134,0.53155,0.10049,1.0448,2.024,0.3376,0.12007,0.71408,1.3248,6.546,28.093,1.90E-05,16.713,23.226,42.414,2.04E-06,18.123,-0.99468,0.094465,24,Stable
28.978,48.169,5.5639,5.0653,88.686,0.40481,0.19325,20.888,1.6445,0.454,0.21544,1.2243,1.5772,0.45166,0.093743,5.3941,1.2901,11.069,26.366,2.88E-05,16.844,24.884,36.905,1.29E-06,19.97,-1.3167,0.19154,71,Failure
28.58,48.773,2.7803,3.5271,80.873,0.41769,0.18851,24.98,1.3511,0.49413,0.13451,1.1538,2.1727,0.33475,0.12991,3.5354,1.6776,7.1851,23.977,1.16E-05,17.171,26.006,35.484,1.53E-06,19.011,-1.4407,0.027411,72,Stable
28.889,48.554,3.5726,2.2116,69.202,0.61106,0.27343,6.965,1.6374,0.47386,0.106,5.3232,1.4941,0.4804,0.17951,6.2042,2.119,5.0748,26.68,2.07E-05,17.858,26.716,33.451,1.47E-06,18.104,-1.0929,0.094464,14,Failure
27.575,48.591,4.3076,2.5863,88.983,0.37328,0.12389,7.2032,1.4244,0.52234,0.10771,5.2219,1.564,0.4302,0.21682,2.9641,1.2617,10.714,25.299,1.15E-05,17.076,24.311,35.512,2.13E-06,19.442,-0.86565,0.14908,32,Stable
27.59,48.371,5.6814,5.7867,86.976,0.40518,0.25492,4.7059,2.0019,0.40747,0.12324,15.493,1.7145,0.43324,0.15859,10.824,1.5162,8.3696,24.45,1.65E-05,16.564,24.568,32.968,8.07E-07,19.667,-0.53171,0.048685,5,Failure
